id,garden_points_status,commitment_months,participation_history,project_focus_code,requested_resources_value,personal_reserve_status,volunteer_tenure_bracket,time_commitment_rate,household_profile,co_sponsor_presence,years_in_neighborhood_bracket,asset_contribution_type,member_age,other_support_plans,housing_situation,existing_commitments_count,role_skill_tier,dependents_supported,has_phone,newcomer_status,support_outcome
830,Points 0–199,48.0,Delayed in prior commitments,Microenterprise support,6681.0,No reserve,1<=X<4,4.0,Single adult,No co-sponsor,4.0,No tangible assets,38.0,None,Hosted / no rent,1.0,Skilled volunteer,2.0,Has phone,Newcomer,good
703,Points 200+,24.0,Previous roles completed,Communications equipment,1377.0,Reserve: 100–499,>=7,4.0,Adult w/ dependents or shared household,No co-sponsor,2.0,No tangible assets,47.0,None,Hosted / no rent,1.0,Skilled volunteer,1.0,Has phone,Newcomer,good
686,No points account,60.0,Previous roles completed,Transport (new),6527.0,No reserve,1<=X<4,4.0,Single adult,No co-sponsor,4.0,No tangible assets,34.0,None,Hosted / no rent,1.0,Skilled volunteer,2.0,Has phone,Newcomer,good
30,Points negative,60.0,Delayed in prior commitments,Microenterprise support,6836.0,Reserve: <100,>=7,3.0,Single adult,No co-sponsor,4.0,No tangible assets,63.0,None,Own housing,2.0,Skilled volunteer,1.0,Has phone,Newcomer,bad
198,Points 0–199,12.0,Previous roles completed,Workshop equipment,951.0,Reserve: 100–499,<1,4.0,Adult w/ dependents or shared household,No co-sponsor,4.0,Shared tools,27.0,Partner bank,Rented housing,4.0,Skilled volunteer,1.0,No phone,Newcomer,bad
614,Points negative,24.0,All roles on time,Transport (used),3632.0,Reserve: <100,1<=X<4,1.0,Adult w/ dependents or shared household,Mentor sponsor,4.0,Shared tools,22.0,Partner bank,Rented housing,1.0,Skilled volunteer,1.0,No phone,Local resident,good
639,No points account,12.0,Previous roles completed,Communications equipment,1493.0,Reserve: <100,<1,4.0,Adult w/ dependents or shared household,No co-sponsor,3.0,Shared tools,34.0,None,Own housing,1.0,Skilled volunteer,2.0,No phone,Newcomer,good
147,Points negative,6.0,Issues on prior roles,Transport (new),860.0,Reserve: <100,>=7,1.0,Adult w/ dependents or shared household,No co-sponsor,4.0,No tangible assets,39.0,None,Own housing,2.0,Skilled volunteer,1.0,Has phone,Newcomer,good
246,No points account,24.0,Previous roles completed,Microenterprise support,1258.0,Reserve: <100,4<=X<7,4.0,Single adult,No co-sponsor,1.0,Community plot share,25.0,None,Own housing,1.0,Skilled volunteer,1.0,Has phone,Newcomer,good
308,Points negative,12.0,Previous roles completed,Communications equipment,727.0,Reserve: 100–499,<1,4.0,Committed/shared household,No co-sponsor,3.0,No tangible assets,33.0,None,Own housing,1.0,Unskilled resident,1.0,Has phone,Newcomer,bad
117,Points negative,42.0,Previous roles completed,Communications equipment,7174.0,No reserve,4<=X<7,4.0,Adult w/ dependents or shared household,No co-sponsor,3.0,Shared tools,30.0,None,Own housing,1.0,Highly skilled / lead,1.0,Has phone,Newcomer,bad
892,No points account,15.0,Issues on prior roles,Communications equipment,1829.0,Reserve: <100,>=7,4.0,Single adult,No co-sponsor,4.0,Shared tools,46.0,None,Own housing,2.0,Skilled volunteer,1.0,Has phone,Newcomer,good
416,No points account,36.0,Issues on prior roles,Transport (used),5842.0,Reserve: <100,>=7,2.0,Single adult,No co-sponsor,2.0,Long-term fund,35.0,None,Own housing,2.0,Skilled volunteer,2.0,Has phone,Newcomer,good
170,Points 0–199,24.0,Issues on prior roles,Microenterprise support,1935.0,Reserve: <100,>=7,4.0,Recently separated household,No co-sponsor,4.0,Community plot share,31.0,None,Own housing,2.0,Skilled volunteer,1.0,Has phone,Newcomer,bad
265,No points account,10.0,Issues on prior roles,Transport (new),1231.0,Reserve: <100,>=7,3.0,Single adult,No co-sponsor,4.0,Community plot share,32.0,None,Own housing,2.0,Unskilled resident,2.0,No phone,Local resident,good
16,Points negative,24.0,Previous roles completed,Communications equipment,1282.0,Reserve: 100–499,1<=X<4,4.0,Adult w/ dependents or shared household,No co-sponsor,2.0,Shared tools,32.0,None,Own housing,1.0,Unskilled resident,1.0,No phone,Newcomer,bad
966,Points 0–199,30.0,Previous roles completed,Communications equipment,1715.0,No reserve,1<=X<4,4.0,Adult w/ dependents or shared household,No co-sponsor,1.0,Shared tools,26.0,None,Own housing,1.0,Skilled volunteer,1.0,No phone,Newcomer,good
216,Points 0–199,6.0,Issues on prior roles,Retraining,932.0,No reserve,4<=X<7,1.0,Adult w/ dependents or shared household,No co-sponsor,3.0,Long-term fund,39.0,None,Own housing,2.0,Unskilled resident,1.0,No phone,Newcomer,good
633,Points 0–199,15.0,Previous roles completed,Communications equipment,1444.0,No reserve,<1,4.0,Single adult,No co-sponsor,1.0,Long-term fund,23.0,None,Own housing,1.0,Skilled volunteer,1.0,No phone,Newcomer,good
46,No points account,11.0,Issues on prior roles,Transport (new),1393.0,Reserve: <100,<1,4.0,Adult w/ dependents or shared household,No co-sponsor,4.0,Shared tools,35.0,None,Own housing,2.0,Highly skilled / lead,1.0,No phone,Newcomer,good
759,No points account,24.0,Previous roles completed,Transport (new),1393.0,Reserve: <100,1<=X<4,2.0,Single adult,Mentor sponsor,2.0,Community plot share,31.0,None,Own housing,1.0,Skilled volunteer,1.0,Has phone,Newcomer,good
99,Points 0–199,36.0,Issues on prior roles,Communications equipment,2337.0,Reserve: <100,>=7,4.0,Single adult,No co-sponsor,4.0,Community plot share,36.0,None,Own housing,1.0,Skilled volunteer,1.0,No phone,Newcomer,good
961,No points account,6.0,Issues on prior roles,Communications equipment,1740.0,Reserve: <100,>=7,2.0,Committed/shared household,No co-sponsor,2.0,Community plot share,30.0,None,Rented housing,2.0,Skilled volunteer,1.0,No phone,Newcomer,good
386,No points account,18.0,Issues on prior roles,Communications equipment,2238.0,Reserve: <100,1<=X<4,2.0,Adult w/ dependents or shared household,No co-sponsor,1.0,Shared tools,25.0,None,Own housing,2.0,Skilled volunteer,1.0,No phone,Newcomer,good
357,No points account,12.0,Issues on prior roles,Communications equipment,2331.0,No reserve,>=7,1.0,Single adult,Co-gardener sponsor,4.0,Community plot share,49.0,None,Own housing,1.0,Skilled volunteer,1.0,Has phone,Newcomer,good
583,No points account,9.0,Previous roles completed,Workshop equipment,1388.0,Reserve: <100,1<=X<4,4.0,Adult w/ dependents or shared household,No co-sponsor,2.0,Community plot share,26.0,None,Rented housing,1.0,Skilled volunteer,1.0,No phone,Newcomer,good
64,Points 0–199,48.0,No prior roles / all on time,Microenterprise support,14421.0,Reserve: <100,1<=X<4,2.0,Single adult,No co-sponsor,2.0,Shared tools,25.0,None,Own housing,1.0,Skilled volunteer,1.0,Has phone,Newcomer,bad
248,No points account,6.0,No prior roles / all on time,Transport (new),1204.0,Reserve: 100–499,1<=X<4,4.0,Single adult,No co-sponsor,1.0,No tangible assets,35.0,Partner bank,Rented housing,1.0,Skilled volunteer,1.0,No phone,Local resident,good
777,No points account,36.0,Issues on prior roles,Transport (new),3535.0,Reserve: <100,4<=X<7,4.0,Single adult,No co-sponsor,4.0,Shared tools,37.0,None,Own housing,2.0,Skilled volunteer,1.0,Has phone,Newcomer,good
690,Points negative,12.0,Previous roles completed,Transport (new),3651.0,Reserve: ≥1000,1<=X<4,1.0,Single adult,No co-sponsor,3.0,Long-term fund,31.0,None,Own housing,1.0,Skilled volunteer,2.0,No phone,Newcomer,good
355,No points account,10.0,Previous roles completed,Training / education,727.0,Reserve: 500–999,>=7,4.0,Single adult,No co-sponsor,4.0,No tangible assets,46.0,None,Hosted / no rent,1.0,Skilled volunteer,1.0,Has phone,Newcomer,good
41,No points account,30.0,Previous roles completed,Communications equipment,2333.0,Reserve: 500–999,>=7,4.0,Single adult,No co-sponsor,2.0,Shared tools,30.0,Partner bank,Own housing,1.0,Highly skilled / lead,1.0,No phone,Newcomer,good
873,Points negative,24.0,Issues on prior roles,Microenterprise support,1382.0,Reserve: 100–499,4<=X<7,4.0,Single adult,No co-sponsor,1.0,Community plot share,26.0,None,Own housing,2.0,Skilled volunteer,1.0,Has phone,Newcomer,good
127,Points negative,12.0,Previous roles completed,Communications equipment,701.0,Reserve: <100,1<=X<4,4.0,Committed/shared household,No co-sponsor,2.0,Community plot share,40.0,None,Own housing,1.0,Unskilled resident,1.0,No phone,Newcomer,good
329,Points 200+,36.0,Previous roles completed,Communications equipment,4473.0,Reserve: <100,>=7,4.0,Single adult,No co-sponsor,2.0,Shared tools,31.0,None,Own housing,1.0,Skilled volunteer,1.0,No phone,Newcomer,good
544,Points 200+,18.0,Previous roles completed,Workshop equipment,2864.0,Reserve: <100,1<=X<4,2.0,Single adult,No co-sponsor,1.0,Community plot share,34.0,None,Own housing,1.0,Unskilled resident,2.0,No phone,Newcomer,bad
774,No points account,24.0,Issues on prior roles,Communications equipment,2223.0,Reserve: 100–499,>=7,4.0,Single adult,No co-sponsor,4.0,Long-term fund,52.0,Partner bank,Own housing,2.0,Skilled volunteer,1.0,No phone,Newcomer,good
527,No points account,15.0,Issues on prior roles,Training / education,1532.0,Reserve: 100–499,1<=X<4,4.0,Adult w/ dependents or shared household,No co-sponsor,3.0,Shared tools,31.0,None,Own housing,1.0,Skilled volunteer,1.0,No phone,Newcomer,good
821,No points account,12.0,Previous roles completed,Transport (new),1101.0,Reserve: <100,1<=X<4,3.0,Committed/shared household,No co-sponsor,2.0,Community plot share,27.0,None,Own housing,2.0,Skilled volunteer,1.0,Has phone,Newcomer,good
266,Points 0–199,15.0,Previous roles completed,Communications equipment,802.0,Reserve: <100,>=7,4.0,Single adult,No co-sponsor,3.0,Shared tools,37.0,None,Own housing,1.0,Skilled volunteer,2.0,No phone,Newcomer,bad
534,No points account,24.0,Previous roles completed,Communications equipment,1311.0,Reserve: 100–499,4<=X<7,4.0,Committed/shared household,No co-sponsor,3.0,Long-term fund,26.0,None,Own housing,1.0,Skilled volunteer,1.0,Has phone,Newcomer,good
114,No points account,36.0,Issues on prior roles,Transport (new),7855.0,Reserve: <100,1<=X<4,4.0,Adult w/ dependents or shared household,No co-sponsor,2.0,Community plot share,25.0,Partner stores,Own housing,2.0,Skilled volunteer,1.0,Has phone,Newcomer,bad
438,No points account,24.0,Issues on prior roles,Transport (new),1287.0,Reserve: ≥1000,>=7,4.0,Adult w/ dependents or shared household,No co-sponsor,4.0,Community plot share,37.0,None,Own housing,2.0,Skilled volunteer,1.0,Has phone,Newcomer,good
582,Points 0–199,12.0,Issues on prior roles,Transport (new),3124.0,Reserve: <100,<1,1.0,Single adult,No co-sponsor,3.0,Community plot share,49.0,Partner bank,Own housing,2.0,Unskilled resident,2.0,No phone,Newcomer,good
919,Points negative,24.0,Previous roles completed,Workshop equipment,2359.0,Reserve: 100–499,unemployed,1.0,Recently separated household,No co-sponsor,1.0,Long-term fund,33.0,None,Own housing,1.0,Skilled volunteer,1.0,No phone,Newcomer,bad
169,No points account,24.0,Previous roles completed,Workshop equipment,3972.0,Reserve: <100,4<=X<7,2.0,Adult w/ dependents or shared household,No co-sponsor,4.0,Long-term fund,25.0,None,Rented housing,1.0,Skilled volunteer,1.0,Has phone,Newcomer,good
402,Points 0–199,18.0,Issues on prior roles,Microenterprise support,1887.0,No reserve,1<=X<4,4.0,Committed/shared household,No co-sponsor,4.0,Community plot share,28.0,Partner bank,Own housing,2.0,Skilled volunteer,1.0,No phone,Newcomer,good
340,Points 0–199,10.0,Previous roles completed,Workshop equipment,1521.0,Reserve: <100,1<=X<4,4.0,Recently separated household,No co-sponsor,2.0,Shared tools,31.0,None,Own housing,1.0,Unskilled resident,1.0,No phone,Newcomer,good
707,Points 0–199,48.0,Previous roles completed,Transport (new),6560.0,Reserve: 100–499,4<=X<7,3.0,Single adult,No co-sponsor,2.0,Long-term fund,24.0,None,Own housing,1.0,Skilled volunteer,1.0,No phone,Newcomer,bad
359,No points account,12.0,Previous roles completed,Communications equipment,776.0,Reserve: <100,1<=X<4,4.0,Committed/shared household,No co-sponsor,2.0,Community plot share,28.0,None,Own housing,1.0,Skilled volunteer,1.0,No phone,Newcomer,good
910,Points 0–199,9.0,Previous roles completed,Transport (new),3195.0,No reserve,1<=X<4,1.0,Adult w/ dependents or shared household,No co-sponsor,2.0,Community plot share,33.0,None,Own housing,1.0,Unskilled resident,1.0,No phone,Newcomer,good
824,Points negative,8.0,Issues on prior roles,Transport (new),731.0,Reserve: <100,>=7,4.0,Single adult,No co-sponsor,4.0,Community plot share,47.0,None,Own housing,2.0,Unskilled resident,1.0,No phone,Newcomer,good
174,Points 0–199,8.0,Previous roles completed,Communications equipment,1414.0,Reserve: <100,1<=X<4,4.0,Single adult,Mentor sponsor,2.0,Community plot share,33.0,None,Own housing,1.0,Skilled volunteer,1.0,No phone,Local resident,good
346,No points account,15.0,Issues on prior roles,Communications equipment,1459.0,Reserve: <100,1<=X<4,4.0,Adult w/ dependents or shared household,No co-sponsor,2.0,Shared tools,43.0,None,Own housing,1.0,Unskilled resident,1.0,No phone,Newcomer,good
21,No points account,9.0,Issues on prior roles,Transport (new),2134.0,Reserve: <100,1<=X<4,4.0,Single adult,No co-sponsor,4.0,Shared tools,48.0,None,Own housing,3.0,Skilled volunteer,1.0,Has phone,Newcomer,good
324,Points negative,18.0,Previous roles completed,Workshop equipment,2659.0,Reserve: ≥1000,1<=X<4,4.0,Single adult,No co-sponsor,2.0,Shared tools,28.0,None,Own housing,1.0,Skilled volunteer,1.0,No phone,Newcomer,good
11,Points 0–199,12.0,Previous roles completed,Transport (new),1295.0,Reserve: <100,<1,3.0,Adult w/ dependents or shared household,No co-sponsor,1.0,Shared tools,25.0,None,Rented housing,1.0,Skilled volunteer,1.0,No phone,Newcomer,bad
622,No points account,18.0,Issues on prior roles,Transport (new),1530.0,Reserve: <100,1<=X<4,3.0,Single adult,No co-sponsor,2.0,Long-term fund,32.0,Partner bank,Own housing,2.0,Skilled volunteer,1.0,No phone,Newcomer,bad
192,Points 0–199,48.0,No prior roles / all on time,Microenterprise support,3844.0,Reserve: 100–499,4<=X<7,4.0,Single adult,No co-sponsor,4.0,No tangible assets,34.0,None,Hosted / no rent,1.0,Unskilled resident,2.0,No phone,Newcomer,bad
843,No points account,18.0,Previous roles completed,Plot repairs,1943.0,Reserve: <100,<1,4.0,Adult w/ dependents or shared household,No co-sponsor,4.0,Community plot share,23.0,None,Own housing,1.0,Skilled volunteer,1.0,No phone,Newcomer,bad
770,No points account,12.0,Issues on prior roles,Communications equipment,1655.0,Reserve: <100,>=7,2.0,Single adult,No co-sponsor,4.0,Community plot share,63.0,None,Own housing,2.0,Unskilled resident,1.0,Has phone,Newcomer,good
927,Points negative,18.0,Issues on prior roles,Workshop equipment,1049.0,Reserve: <100,<1,4.0,Adult w/ dependents or shared household,No co-sponsor,4.0,Long-term fund,21.0,None,Rented housing,1.0,Skilled volunteer,1.0,No phone,Newcomer,good
203,No points account,27.0,Delayed in prior commitments,Microenterprise support,5117.0,Reserve: <100,4<=X<7,3.0,Single adult,No co-sponsor,4.0,Shared tools,26.0,None,Own housing,2.0,Skilled volunteer,1.0,No phone,Newcomer,good
202,Points negative,12.0,Previous roles completed,Transport (new),1168.0,Reserve: <100,1<=X<4,4.0,Committed/shared household,No co-sponsor,3.0,Community plot share,27.0,None,Own housing,1.0,Unskilled resident,1.0,No phone,Newcomer,good
764,No points account,21.0,Issues on prior roles,Transport (new),12680.0,No reserve,>=7,4.0,Single adult,No co-sponsor,4.0,No tangible assets,30.0,None,Hosted / no rent,1.0,Highly skilled / lead,1.0,Has phone,Newcomer,bad
427,No points account,28.0,Issues on prior roles,Communications equipment,2743.0,Reserve: <100,>=7,4.0,Single adult,No co-sponsor,2.0,Shared tools,29.0,None,Own housing,2.0,Skilled volunteer,1.0,No phone,Newcomer,good
738,Points negative,18.0,Previous roles completed,Transport (new),4380.0,Reserve: 100–499,1<=X<4,3.0,Single adult,No co-sponsor,4.0,Shared tools,35.0,None,Own housing,1.0,Unskilled resident,2.0,Has phone,Newcomer,good
675,No points account,21.0,Delayed in prior commitments,Microenterprise support,2580.0,Reserve: 500–999,<1,4.0,Single adult,No co-sponsor,2.0,Community plot share,41.0,Partner bank,Own housing,1.0,Unskilled resident,2.0,No phone,Newcomer,bad
980,Points 0–199,15.0,All roles on time,Transport (new),1264.0,Reserve: 100–499,1<=X<4,2.0,Committed/shared household,No co-sponsor,2.0,Long-term fund,25.0,None,Rented housing,1.0,Skilled volunteer,1.0,No phone,Newcomer,bad
60,Points negative,36.0,Issues on prior roles,Workshop equipment,6229.0,Reserve: <100,<1,4.0,Adult w/ dependents or shared household,Co-gardener sponsor,4.0,No tangible assets,23.0,None,Rented housing,2.0,Unskilled resident,1.0,Has phone,Newcomer,bad
522,Points negative,18.0,Previous roles completed,Communications equipment,3190.0,Reserve: <100,1<=X<4,2.0,Adult w/ dependents or shared household,No co-sponsor,2.0,Community plot share,24.0,None,Own housing,1.0,Skilled volunteer,1.0,No phone,Newcomer,bad
333,Points 0–199,60.0,Previous roles completed,Transport (new),7408.0,Reserve: 100–499,<1,4.0,Adult w/ dependents or shared household,No co-sponsor,2.0,Long-term fund,24.0,None,Own housing,1.0,Highly skilled / lead,1.0,No phone,Newcomer,bad
32,Points negative,24.0,Previous roles completed,Workshop equipment,4020.0,Reserve: <100,1<=X<4,2.0,Single adult,No co-sponsor,2.0,Shared tools,27.0,Partner stores,Own housing,1.0,Skilled volunteer,1.0,No phone,Newcomer,good
18,Points negative,30.0,No prior roles / all on time,Microenterprise support,8072.0,No reserve,<1,2.0,Single adult,No co-sponsor,3.0,Shared tools,25.0,Partner bank,Own housing,3.0,Skilled volunteer,1.0,No phone,Newcomer,good
429,No points account,9.0,Previous roles completed,Workshop equipment,1313.0,Reserve: <100,>=7,1.0,Single adult,No co-sponsor,4.0,Shared tools,20.0,None,Own housing,1.0,Skilled volunteer,1.0,No phone,Newcomer,good
158,Points negative,12.0,All roles on time,Retraining,339.0,Reserve: <100,>=7,4.0,Committed/shared household,No co-sponsor,1.0,Shared tools,45.0,Partner bank,Own housing,1.0,Unskilled resident,1.0,No phone,Newcomer,good
